nb_drones: 30

# ── HUBS ──
hub: start_Theodor_Heuss_Stra_e 51124 544848 [color=blue max_drones=5]
hub: Charlottenstra_e_3 51583 544774 [zone=normal color=blue max_drones=5]
hub: Sontheimer_Landwehr 51568 544777 [zone=normal color=blue max_drones=2]
hub: Charlottenstra_e_4 51585 544783 [zone=normal color=blue max_drones=5]
hub: Beethovenstra_e 51583 544760 [zone=normal color=blue max_drones=5]
hub: Kauffmannstra_e 51588 544774 [zone=normal color=blue max_drones=2]
hub: Sontheimer_Landwehr_2 51559 544779 [zone=normal color=blue max_drones=2]
hub: Geibelstra_e 51579 544791 [zone=normal color=blue max_drones=2]
hub: Sontheimer_Landwehr_3 51545 544783 [zone=normal color=blue max_drones=2]
hub: John_F_Kennedy_Stra_e 51594 544795 [zone=normal color=blue max_drones=2]
hub: Eythstra_e 51538 544756 [zone=normal color=blue max_drones=2]
hub: Liststra_e 51534 544768 [zone=normal color=blue max_drones=2]
hub: Eythstra_e_2 51543 544757 [zone=normal color=blue max_drones=2]
hub: Eythstra_e_3 51535 544755 [zone=normal color=blue max_drones=2]
hub: Sontheimer_Landwehr_4 51531 544780 [zone=normal color=blue max_drones=2]
hub: Liststra_e_2 51533 544774 [zone=normal color=blue max_drones=2]
hub: Sontheimer_Landwehr_5 51521 544777 [zone=normal color=blue max_drones=2]
hub: Sontheimer_Landwehr_6 51543 544783 [zone=normal color=blue max_drones=2]
hub: Eppinger_Stra_e_3 51419 544668 [zone=normal color=blue max_drones=2]
hub: Friedrichstra_e_5 51389 544653 [zone=normal color=blue max_drones=2]
hub: Eppinger_Stra_e_4 51392 544663 [zone=normal color=blue max_drones=2]
hub: Max_Planck_Stra_e_4 51598 544829 [zone=normal color=blue max_drones=2]
hub: Max_Planck_Stra_e_5 51587 544828 [zone=normal color=blue max_drones=2]
hub: Max_Planck_Stra_e_6 51600 544828 [zone=normal color=blue max_drones=2]
hub: Ferdinand_Braun_Stra_e 51598 544841 [zone=normal color=blue max_drones=2]
hub: Ferdinand_Braun_Stra_e_2 51605 544841 [zone=normal color=blue max_drones=2]
hub: Ferdinand_Braun_Stra_e_3 51592 544841 [zone=normal color=blue max_drones=2]
hub: Ferdinand_Braun_Stra_e_4 51611 544842 [zone=normal color=blue max_drones=2]
hub: Max_Planck_Stra_e_7 51614 544829 [zone=normal color=blue max_drones=2]
hub: Sontheimer_Stra_e_4 51582 544713 [zone=normal color=blue max_drones=10]
hub: Charlottenstra_e_5 51587 544709 [zone=normal color=blue max_drones=10]
hub: Sontheimer_Stra_e_5 51565 544725 [zone=normal color=blue max_drones=10]
hub: Besigheimer_Stra_e_2 51544 544725 [zone=normal color=blue max_drones=2]
hub: Liebigstra_e 51539 544717 [zone=normal color=blue max_drones=2]
hub: Liebigstra_e_2 51529 544714 [zone=normal color=blue max_drones=2]
hub: Friedrich_D_rr_Stra_e 51525 544719 [zone=normal color=blue max_drones=2]
hub: Liebigstra_e_3 51519 544707 [zone=normal color=blue max_drones=2]
hub: Liebigstra_e_4 51530 544714 [zone=normal color=blue max_drones=2]
hub: Friedrich_D_rr_Stra_e_2 51490 544757 [zone=normal color=blue max_drones=2]
hub: Sontheimer_Stra_e_6 51487 544767 [zone=normal color=blue max_drones=10]
hub: Friedrich_D_rr_Stra_e_3 51494 544753 [zone=normal color=blue max_drones=2]
hub: Hans_Holbein_Weg 51485 544752 [zone=normal color=blue max_drones=2]
hub: Liebigstra_e_5 51535 544716 [zone=normal color=blue max_drones=2]
hub: Schozacher_Stra_e 51538 544723 [zone=normal color=blue max_drones=2]
hub: Freiligrathstra_e 51536 544729 [zone=normal color=blue max_drones=2]
hub: Besigheimer_Stra_e_3 51542 544731 [zone=normal color=blue max_drones=2]
hub: Freiligrathstra_e_2 51531 544728 [zone=normal color=blue max_drones=2]
hub: Freiligrathstra_e_3 51526 544726 [zone=normal color=blue max_drones=2]
hub: Friedrich_D_rr_Stra_e_4 51520 544724 [zone=normal color=blue max_drones=2]
hub: Bietigheimer_Stra_e 51508 544717 [zone=normal color=blue max_drones=2]
hub: Friedrich_D_rr_Stra_e_5 51516 544730 [zone=normal color=blue max_drones=2]
hub: Bietigheimer_Stra_e_2 51504 544722 [zone=normal color=blue max_drones=2]
hub: Bietigheimer_Stra_e_3 51501 544726 [zone=normal color=blue max_drones=2]
hub: Friedrich_D_rr_Stra_e_6 51512 544735 [zone=normal color=blue max_drones=2]
hub: Friedrich_D_rr_Stra_e_7 51510 544738 [zone=normal color=blue max_drones=2]
hub: Bietigheimer_Stra_e_4 51498 544729 [zone=normal color=blue max_drones=2]
hub: Karlstra_e 51717 544592 [zone=normal color=blue max_drones=2]
hub: Karlstra_e_2 51705 544590 [zone=normal color=blue max_drones=2]
hub: Karlstra_e_3 51732 544593 [zone=normal color=blue max_drones=2]
hub: Schillerstra_e 51718 544579 [zone=normal color=blue max_drones=2]
hub: Guido_Hauck_Stra_e 51713 544548 [zone=normal color=blue max_drones=2]
hub: Haller_Stra_e_2 51722 544539 [zone=normal color=blue max_drones=2]
hub: Guido_Hauck_Stra_e_2 51706 544539 [zone=normal color=blue max_drones=2]
hub: Guido_Hauck_Stra_e_3 51716 544552 [zone=normal color=blue max_drones=2]
hub: Haller_Stra_e_3 51724 544537 [zone=normal color=blue max_drones=2]
hub: Arms_ndersteige 51728 544538 [zone=normal color=blue max_drones=2]
hub: Haller_Stra_e_4 51726 544528 [zone=normal color=blue max_drones=2]
hub: S_dstra_e_3 51595 544679 [zone=normal color=blue max_drones=10]
hub: Werderstra_e 51593 544694 [zone=normal color=blue max_drones=10]
hub: Robert_Bosch_Stra_e 51511 544803 [zone=normal color=blue max_drones=2]
hub: Robert_Bosch_Stra_e_2 51508 544811 [zone=normal color=blue max_drones=2]
hub: Robert_Bosch_Stra_e_3 51515 544793 [zone=normal color=blue max_drones=2]
hub: Kreuz_ckerstra_e_2 51489 544807 [zone=normal color=blue max_drones=2]
hub: Neckartalstra_e_11 51456 544613 [zone=normal color=blue max_drones=10]
hub: Neckartalstra_e_12 51451 544596 [zone=normal color=blue max_drones=10]
hub: Wilhelm_Leuschner_Stra_e_5 51448 544598 [zone=normal color=blue max_drones=10]
hub: Neckartalstra_e_13 51454 544578 [zone=normal color=blue max_drones=10]
hub: Gro_gartacher_Stra_e_3 51445 544605 [zone=normal color=blue max_drones=2]
hub: Hans_Baldung_Stra_e 51414 544605 [zone=normal color=blue max_drones=2]
hub: Hans_Baldung_Stra_e_2 51418 544598 [zone=normal color=blue max_drones=2]
hub: Heidelberger_Stra_e_2 51405 544593 [zone=normal color=blue max_drones=5]
hub: Hans_Multscher_Stra_e_2 51399 544594 [zone=normal color=blue max_drones=2]
hub: Flaischlenstra_e 51394 544625 [zone=normal color=blue max_drones=2]
hub: Keilstra_e_4 51385 544624 [zone=normal color=blue max_drones=2]
hub: Friedrichstra_e_6 51375 544647 [zone=normal color=blue max_drones=2]
hub: Gr_newaldstra_e 51397 544591 [zone=normal color=blue max_drones=5]
hub: Gr_newaldstra_e_2 51395 544599 [zone=normal color=blue max_drones=2]
hub: Heidelberger_Stra_e_3 51392 544589 [zone=normal color=blue max_drones=5]
hub: Gr_newaldstra_e_3 51398 544582 [zone=normal color=blue max_drones=2]
hub: Allee_2 51628 544551 [zone=normal color=blue max_drones=10]
hub: Schellengasse 51625 544568 [zone=normal color=blue max_drones=10]
hub: Kilianstra_e 51617 544610 [zone=normal color=blue max_drones=10]
hub: Kilianstra_e_2 51618 544610 [zone=normal color=blue max_drones=10]
hub: Klarastra_e 51612 544617 [zone=normal color=blue max_drones=10]
hub: Klarastra_e_2 51610 544614 [zone=normal color=blue max_drones=2]
hub: Am_Wollhaus_3 51610 544628 [zone=normal color=blue max_drones=10]
hub: Am_Wollhaus_4 51609 544630 [zone=normal color=blue max_drones=10]
hub: C_cilienstra_e_2 51600 544646 [zone=normal color=blue max_drones=10]
hub: Am_Wollhaus_5 51614 544645 [zone=normal color=blue max_drones=10]
hub: Innsbrucker_Stra_e 51598 544659 [zone=normal color=blue max_drones=10]
hub: Allee_3 51620 544600 [zone=normal color=blue max_drones=10]
hub: Allee_4 51621 544600 [zone=normal color=blue max_drones=10]
hub: Am_Wollhaus_6 51612 544632 [zone=normal color=blue max_drones=10]
hub: Bergstra_e_3 51577 544662 [zone=normal color=blue max_drones=2]
hub: Luisenstra_e 51597 544667 [zone=normal color=blue max_drones=10]
hub: Wilhelmstra_e_2 51595 544678 [zone=normal color=blue max_drones=10]
hub: Charlottenstra_e_6 51588 544725 [zone=normal color=blue max_drones=5]
hub: Charlottenstra_e_7 51588 544724 [zone=normal color=blue max_drones=5]
hub: Charlottenstra_e_8 51586 544738 [zone=normal color=blue max_drones=5]
hub: Schmidbergstra_e 51601 544727 [zone=normal color=blue max_drones=2]
hub: Heinrich_Heine_Stra_e 51565 544735 [zone=normal color=blue max_drones=2]
hub: Schlegelstra_e 51575 544737 [zone=normal color=blue max_drones=2]
hub: Heinrich_Heine_Stra_e_2 51566 544730 [zone=normal color=blue max_drones=2]
hub: Heinrich_Heine_Stra_e_3 51565 544736 [zone=normal color=blue max_drones=2]
hub: Stuttgarter_Stra_e_3 51642 544734 [zone=normal color=blue max_drones=10]
hub: Schmidbergstra_e_2 51638 544734 [zone=normal color=blue max_drones=2]
hub: Stuttgarter_Stra_e_4 51638 544742 [zone=normal color=blue max_drones=10]
hub: Stuttgarter_Stra_e_5 51651 544715 [zone=normal color=blue max_drones=10]
hub: Gellertstra_e 51525 544767 [zone=normal color=blue max_drones=2]
hub: Liststra_e_3 51534 544769 [zone=normal color=blue max_drones=2]
hub: Eythstra_e_4 51533 544755 [zone=normal color=blue max_drones=2]
hub: Hauffstra_e 51571 544743 [zone=normal color=blue max_drones=2]
hub: C_cilienbrunnenstra_e_3 51688 544752 [zone=normal color=blue max_drones=2]
hub: C_cilienbrunnenstra_e_4 51688 544746 [zone=normal color=blue max_drones=2]
hub: Herrmannstra_e 51518 544626 [zone=normal color=blue max_drones=2]
hub: Olgastra_e_5 51525 544636 [zone=normal color=blue max_drones=10]
hub: Ro_kampffstra_e 51528 544594 [zone=normal color=blue max_drones=2]
hub: Ro_kampffstra_e_2 51525 544592 [zone=normal color=blue max_drones=2]
hub: Markgraf_Ludwig_Stra_e 51703 544752 [zone=normal color=blue max_drones=2]
hub: C_cilienbrunnenstra_e_5 51687 544735 [zone=normal color=blue max_drones=2]
hub: C_cilienbrunnenstra_e_6 51687 544734 [zone=normal color=blue max_drones=2]
hub: Winzerstra_e 51673 544731 [zone=normal color=blue max_drones=2]
hub: C_cilienbrunnenstra_e_7 51684 544722 [zone=normal color=blue max_drones=2]
hub: Steinstra_e 51635 544665 [zone=normal color=blue max_drones=2]
hub: Steinstra_e_2 51640 544669 [zone=normal color=blue max_drones=2]
hub: Schellingstra_e 51633 544681 [zone=normal color=blue max_drones=2]
hub: Uhlandstra_e 51625 544658 [zone=normal color=blue max_drones=2]
hub: Uhlandstra_e_2 51624 544663 [zone=normal color=blue max_drones=2]
hub: Uhlandstra_e_3 51623 544681 [zone=normal color=blue max_drones=10]
hub: Innsbrucker_Stra_e_2 51618 544662 [zone=normal color=blue max_drones=2]
hub: Innsbrucker_Stra_e_3 51611 544661 [zone=normal color=blue max_drones=10]
hub: Steinstra_e_3 51613 544650 [zone=normal color=blue max_drones=10]
hub: Am_Wollhaus_7 51612 544627 [zone=normal color=blue max_drones=10]
hub: L_wensteiner_Stra_e_2 51726 544729 [zone=normal color=blue max_drones=2]
hub: N_rdlinger_Stra_e 51729 544714 [zone=normal color=blue max_drones=2]
hub: M_nchseestra_e 51654 544679 [zone=normal color=blue max_drones=2]
hub: M_nchseestra_e_2 51654 544674 [zone=normal color=blue max_drones=2]
hub: M_nchseestra_e_3 51654 544681 [zone=normal color=blue max_drones=2]
hub: Ludwig_Pfau_Stra_e 51638 544683 [zone=normal color=blue max_drones=10]
hub: Ludwig_Pfau_Stra_e_2 51638 544683 [zone=normal color=blue max_drones=10]
hub: Ludwig_Pfau_Stra_e_3 51637 544695 [zone=normal color=blue max_drones=2]
hub: Werderstra_e_2 51653 544685 [zone=normal color=blue max_drones=10]
hub: Schmidbergstra_e_3 51607 544728 [zone=normal color=blue max_drones=2]
hub: Schmidbergstra_e_4 51612 544729 [zone=normal color=blue max_drones=2]
hub: Eichendorffstra_e 51606 544735 [zone=normal color=blue max_drones=2]
hub: Schmollerstra_e 51612 544719 [zone=normal color=blue max_drones=2]
hub: Schmollerstra_e_2 51619 544718 [zone=normal color=blue max_drones=2]
hub: Charlottenstra_e_9 51589 544720 [zone=normal color=blue max_drones=5]
hub: Mauerstra_e_3 51445 544813 [zone=normal color=blue max_drones=2]
hub: Leiblstra_e_4 51468 544821 [zone=normal color=blue max_drones=2]
hub: Stein_ckerstra_e 51442 544551 [zone=normal color=blue max_drones=2]
hub: Hans_Sachs_Stra_e 51438 544570 [zone=normal color=blue max_drones=2]
hub: August_H_u_er_Stra_e 51441 544524 [zone=normal color=blue max_drones=2]
hub: Hans_Sachs_Stra_e_2 51446 544572 [zone=normal color=blue max_drones=2]
hub: Neckargartacher_Stra_e_3 51427 544549 [zone=normal color=blue max_drones=5]
hub: Hans_Sachs_Stra_e_3 51430 544569 [zone=normal color=blue max_drones=2]
hub: Karl_Marx_Stra_e_2 51431 544583 [zone=normal color=blue max_drones=2]
hub: Hans_Sachs_Stra_e_4 51444 544571 [zone=normal color=blue max_drones=2]
hub: Landwehrstra_e_2 51425 544588 [zone=normal color=blue max_drones=2]
hub: Landwehrstra_e_3 51413 544583 [zone=normal color=blue max_drones=2]
hub: Landwehrstra_e_4 51415 544584 [zone=normal color=blue max_drones=2]
hub: Landwehrstra_e_5 51407 544581 [zone=normal color=blue max_drones=2]
hub: Blumenstra_e 51380 544598 [zone=normal color=blue max_drones=2]
hub: Gro_gartacher_Stra_e_4 51394 544605 [zone=normal color=blue max_drones=10]
hub: Mauerstra_e_4 51414 544832 [zone=normal color=blue max_drones=2]
hub: Uhdestra_e_2 51419 544841 [zone=normal color=blue max_drones=2]
hub: Friedrich_Ackermann_Stra_e 51407 544836 [zone=normal color=blue max_drones=2]
hub: Hechtstra_e 51398 544725 [zone=normal color=blue max_drones=2]
hub: Maulbronner_Stra_e 51405 544725 [zone=normal color=blue max_drones=2]
hub: Haagstra_e 51399 544722 [zone=normal color=blue max_drones=2]
hub: Michelsbergstra_e 51382 544747 [zone=normal color=blue max_drones=2]
hub: Michelsbergstra_e_2 51392 544746 [zone=normal color=blue max_drones=2]
hub: Hofstattstra_e 51383 544738 [zone=normal color=blue max_drones=2]
hub: Kappelstra_e_3 51404 544732 [zone=normal color=blue max_drones=2]
hub: Kappelstra_e_4 51404 544732 [zone=normal color=blue max_drones=2]
hub: Zaberg_ustra_e 51413 544726 [zone=normal color=blue max_drones=2]
hub: Kolpingstra_e_4 51403 544829 [zone=normal color=blue max_drones=2]
hub: Kolpingstra_e_5 51413 544820 [zone=normal color=blue max_drones=2]
hub: Hauptstra_e 51393 544837 [zone=normal color=blue max_drones=2]
hub: Friedrich_Ackermann_Stra_e_2 51412 544844 [zone=normal color=blue max_drones=2]
hub: Zwirnereistra_e 51400 544840 [zone=normal color=blue max_drones=2]
hub: Neue_Stra_e_7 51418 544714 [zone=normal color=blue max_drones=2]
hub: Zaberg_ustra_e_2 51415 544722 [zone=normal color=blue max_drones=2]
hub: Neue_Stra_e_8 51428 544716 [zone=normal color=blue max_drones=2]
hub: Zwirnereistra_e_2 51396 544842 [zone=normal color=blue max_drones=2]
hub: Kolpingstra_e_6 51445 544792 [zone=normal color=blue max_drones=10]
hub: Haagstra_e_2 51405 544721 [zone=normal color=blue max_drones=2]
hub: Horkheimer_Stra_e 51357 544851 [zone=normal color=blue max_drones=2]
hub: Lutzstra_e 51359 544861 [zone=normal color=blue max_drones=2]
hub: Horkheimer_Stra_e_2 51354 544851 [zone=normal color=blue max_drones=2]
hub: Horkheimer_Stra_e_3 51375 544844 [zone=normal color=blue max_drones=2]
hub: Lutzstra_e_2 51360 544870 [zone=normal color=blue max_drones=2]
hub: Lutzstra_e_3 51359 544868 [zone=normal color=blue max_drones=2]
hub: M_hl_ckerstra_e 51351 544871 [zone=normal color=blue max_drones=2]
hub: Lauffener_Stra_e 51360 544877 [zone=normal color=blue max_drones=2]
hub: Friedrich_Ackermann_Stra_e_3 51412 544845 [zone=normal color=blue max_drones=2]
hub: Haberkornstra_e_3 51428 544840 [zone=normal color=blue max_drones=2]
hub: Lauffener_Stra_e_2 51360 544878 [zone=normal color=blue max_drones=2]
hub: Lauffener_Stra_e_3 51372 544873 [zone=normal color=blue max_drones=2]
hub: Lauffener_Stra_e_4 51353 544900 [zone=normal color=blue max_drones=2]
hub: Lauffener_Stra_e_5 51348 544943 [zone=normal color=blue max_drones=2]
hub: Lauffener_Stra_e_6 51361 544969 [zone=normal color=blue max_drones=2]
hub: H_tten_ckerweg 51419 544938 [zone=normal color=blue max_drones=2]
hub: Lauffener_Stra_e_7 51353 544902 [zone=normal color=blue max_drones=2]
hub: Heckenstra_e 51374 544658 [zone=normal color=blue max_drones=2]
hub: Heckenstra_e_2 51355 544665 [zone=normal color=blue max_drones=2]
hub: Reinhold_Fyrnys_Stra_e 51356 544668 [zone=normal color=blue max_drones=2]
hub: Heckenstra_e_3 51335 544671 [zone=normal color=blue max_drones=2]
hub: Heckenstra_e_4 51365 544661 [zone=normal color=blue max_drones=2]
hub: Fritz_Ulrich_Stra_e 51348 544682 [zone=normal color=blue max_drones=2]
hub: Eduard_Bader_Stra_e 51364 544687 [zone=normal color=blue max_drones=2]
hub: Fritz_Ulrich_Stra_e_2 51364 544680 [zone=normal color=blue max_drones=2]
hub: Fritz_Ulrich_Stra_e_3 51342 544680 [zone=normal color=blue max_drones=2]
hub: Fritz_Ulrich_Stra_e_4 51372 544690 [zone=normal color=blue max_drones=2]
hub: Otto_Kirchheimer_Stra_e 51371 544694 [zone=normal color=blue max_drones=2]
hub: Fritz_Ulrich_Stra_e_5 51376 544692 [zone=normal color=blue max_drones=2]
hub: Anna_Collmer_Stra_e 51368 544683 [zone=normal color=blue max_drones=2]
hub: Lortzingstra_e 51382 544676 [zone=normal color=blue max_drones=2]
hub: Fritz_Ulrich_Stra_e_6 51369 544705 [zone=normal color=blue max_drones=2]
hub: Ludwig_Essinger_Stra_e 51359 544707 [zone=normal color=blue max_drones=2]
hub: Brucknerstra_e 51356 544714 [zone=normal color=blue max_drones=2]
hub: Glockenstra_e 51368 544719 [zone=normal color=blue max_drones=2]
hub: Stockheimer_Stra_e 51368 544724 [zone=normal color=blue max_drones=2]
hub: Im_Jockele 51373 544726 [zone=normal color=blue max_drones=2]
hub: Max_Planck_Stra_e_8 51473 544833 [zone=normal color=blue max_drones=2]
hub: Max_Planck_Stra_e_9 51479 544829 [zone=normal color=blue max_drones=2]
hub: Max_Planck_Stra_e_10 51473 544848 [zone=normal color=blue max_drones=2]
hub: Leiblstra_e_5 51470 544828 [zone=normal color=blue max_drones=2]
hub: Charlottenstra_e_10 51566 544884 [zone=normal color=blue max_drones=5]
hub: Charlottenstra_e_11 51566 544883 [zone=normal color=blue max_drones=5]
hub: Im_Stahlb_hl 51725 544750 [zone=normal color=blue max_drones=2]
hub: Im_Stahlb_hl_2 51718 544749 [zone=normal color=blue max_drones=2]
hub: Heckenstra_e_5 51372 544659 [zone=normal color=blue max_drones=2]
hub: Eduard_Hilger_Stra_e 51372 544657 [zone=normal color=blue max_drones=2]
hub: Eppinger_Stra_e_5 51382 544662 [zone=normal color=blue max_drones=2]
hub: Ziegeleiweg 51379 544719 [zone=normal color=blue max_drones=2]
hub: Ludwigsburger_Stra_e_5 51377 544727 [zone=normal color=blue max_drones=2]
hub: Im_Jockele_2 51368 544728 [zone=normal color=blue max_drones=2]
hub: J_kleinstra_e_2 51369 544753 [zone=normal color=blue max_drones=2]
hub: J_kleinstra_e_3 51366 544754 [zone=normal color=blue max_drones=2]
hub: Glockenstra_e_2 51368 544748 [zone=normal color=blue max_drones=2]
hub: J_kleinstra_e_4 51374 544752 [zone=normal color=blue max_drones=2]
hub: J_kleinstra_e_5 51375 544751 [zone=normal color=blue max_drones=2]
hub: Ludwigsburger_Stra_e_6 51378 544752 [zone=normal color=blue max_drones=2]
hub: Anna_Collmer_Stra_e_2 51377 544677 [zone=normal color=blue max_drones=2]
hub: Max_Planck_Stra_e_11 51621 544828 [zone=normal color=blue max_drones=10]
hub: Max_Planck_Stra_e_12 51622 544829 [zone=normal color=blue max_drones=10]
